year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,airline
2022,1,7,952,959,-7,1212,1225,-13,OO,967,N306SY,PDX,LAX,121,834,9,59,2022-01-07T09:00:00Z,SkyWest Airlines Inc.
2022,1,7,952,950,2,1028,1038,-10,QX,707,N402QX,SEA,BLI,23,93,9,50,2022-01-07T09:00:00Z,Horizon Air
2022,1,7,956,956,0,1231,1239,-8,DL,334,N3754A,SEA,LAX,128,954,9,56,2022-01-07T09:00:00Z,Delta Air Lines Inc.
2022,1,7,957,950,7,1046,1048,-2,QX,623,N439QX,SEA,PSC,33,172,9,50,2022-01-07T09:00:00Z,Horizon Air
2022,1,7,958,1000,-2,1054,1056,-2,QX,663,N447QX,PDX,SEA,36,129,10,0,2022-01-07T10:00:00Z,Horizon Air
2022,1,7,1000,1004,-4,1107,1121,-14,OO,1034,N280SY,SEA,EUG,43,234,10,4,2022-01-07T10:00:00Z,SkyWest Airlines Inc.
2022,1,7,1000,1000,0,1721,1746,-25,DL,529,N921DU,SEA,ATL,234,2182,10,0,2022-01-07T10:00:00Z,Delta Air Lines Inc.
2022,1,7,1006,1000,6,1208,1214,-6,AS,73,N929AK,SEA,SFO,104,679,10,0,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1008,825,103,1219,1042,97,QX,758,N430QX,PDX,BOI,58,344,8,25,2022-01-07T08:00:00Z,Horizon Air
2022,1,7,1009,930,39,1358,1327,31,DL,487,N134DU,SEA,TUS,149,1216,9,30,2022-01-07T09:00:00Z,Delta Air Lines Inc.
2022,1,7,1011,1015,-4,1348,1355,-7,QX,753,N644QX,PDX,ABQ,143,1111,10,15,2022-01-07T10:00:00Z,Horizon Air
2022,1,7,1015,915,60,1647,1543,64,AS,510,N423AS,SEA,MSY,249,2086,9,15,2022-01-07T09:00:00Z,Alaska Airlines Inc.
2022,1,7,1016,1017,-1,1227,1244,-17,OO,1025,N287SY,SEA,BOI,57,399,10,17,2022-01-07T10:00:00Z,SkyWest Airlines Inc.
2022,1,7,1016,950,26,1206,1144,22,OO,950,N175SY,SEA,SMF,88,605,9,50,2022-01-07T09:00:00Z,SkyWest Airlines Inc.
2022,1,7,1019,1025,-6,1708,1745,-37,AS,286,N297AK,SEA,DTW,203,1927,10,25,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1019,950,29,1308,1235,33,AS,408,N847VA,SEA,SAN,142,1050,9,50,2022-01-07T09:00:00Z,Alaska Airlines Inc.
2022,1,7,1020,1015,5,1344,1355,-11,AS,230,N468AS,SEA,DEN,124,1024,10,15,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1022,1027,-5,1301,1310,-9,DL,853,N886DN,PDX,SLC,81,630,10,27,2022-01-07T10:00:00Z,Delta Air Lines Inc.
2022,1,7,1023,1020,3,1559,1620,-21,AS,242,N320AS,PDX,ORD,191,1739,10,20,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1025,1004,21,1315,1250,25,QX,593,N404QX,SEA,BZN,91,543,10,4,2022-01-07T10:00:00Z,Horizon Air
2022,1,7,1025,800,145,1321,1045,156,AS,469,N364VA,SEA,SAN,146,1050,8,0,2022-01-07T08:00:00Z,Alaska Airlines Inc.
2022,1,7,1027,1030,-3,1253,1300,-7,QX,643,N443QX,SEA,BOI,67,399,10,30,2022-01-07T10:00:00Z,Horizon Air
2022,1,7,1027,1025,2,1630,1613,17,QX,801,N641QX,SEA,DFW,203,1660,10,25,2022-01-07T10:00:00Z,Horizon Air
2022,1,7,1029,1030,-1,1214,1220,-6,UA,508,N836UA,PDX,SFO,89,550,10,30,2022-01-07T10:00:00Z,United Air Lines Inc.
2022,1,7,1030,1030,0,1608,1615,-7,AS,435,N361VA,PDX,AUS,199,1715,10,30,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1031,1030,1,1559,1620,-21,AS,254,N306AS,SEA,STL,186,1709,10,30,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1032,1000,32,1126,1059,27,AS,137,N838VA,SEA,PDX,27,129,10,0,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1032,1021,11,1311,1306,5,AS,187,N845VA,SEA,SNA,138,978,10,21,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1034,1035,-1,1245,1251,-6,QX,620,N435QX,PDX,BOI,59,344,10,35,2022-01-07T10:00:00Z,Horizon Air
2022,1,7,1035,845,110,1439,1310,89,AS,85,N477AS,SEA,HNL,336,2677,8,45,2022-01-07T08:00:00Z,Alaska Airlines Inc.
2022,1,7,1037,1019,18,1629,1616,13,DL,380,N110DU,SEA,AUS,207,1770,10,19,2022-01-07T10:00:00Z,Delta Air Lines Inc.
2022,1,7,1037,1045,-8,1909,1900,9,AS,17,N486AS,PDX,EWR,256,2434,10,45,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1045,1035,10,1242,1245,-3,WN,388,N8807L,PDX,LAS,102,763,10,35,2022-01-07T10:00:00Z,Southwest Airlines Co.
2022,1,7,1045,710,215,1839,1525,194,AS,5,N277AK,SEA,BOS,269,2496,7,10,2022-01-07T07:00:00Z,Alaska Airlines Inc.
2022,1,7,1045,955,50,1819,1745,34,AS,276,N535AS,PDX,DCA,246,2350,9,55,2022-01-07T09:00:00Z,Alaska Airlines Inc.
2022,1,7,1047,1045,2,1254,1255,-1,QX,656,N638QX,SEA,OAK,105,672,10,45,2022-01-07T10:00:00Z,Horizon Air
2022,1,7,1048,1057,-9,1317,1329,-12,G4,25,253NV,PDX,IDA,75,539,10,57,2022-01-07T10:00:00Z,Allegiant Air
2022,1,7,1051,950,61,1652,1550,62,AS,402,N844VA,SEA,AUS,216,1770,9,50,2022-01-07T09:00:00Z,Alaska Airlines Inc.
2022,1,7,1057,1100,-3,1507,1456,11,OO,1078,N618UX,SEA,DEN,165,1024,11,0,2022-01-07T11:00:00Z,SkyWest Airlines Inc.
2022,1,7,1057,1100,-3,1158,1200,-2,AS,429,N842VA,PDX,SEA,35,129,11,0,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1059,1105,-6,1427,1439,-12,AA,547,N804AW,PDX,PHX,133,1009,11,5,2022-01-07T11:00:00Z,American Airlines Inc.
2022,1,7,1105,1025,40,1204,1130,34,QX,665,N436QX,SEA,GEG,42,224,10,25,2022-01-07T10:00:00Z,Horizon Air
2022,1,7,1107,1025,42,1305,1239,26,AS,128,N457AS,SEA,SJC,104,696,10,25,2022-01-07T10:00:00Z,Alaska Airlines Inc.
2022,1,7,1111,1115,-4,1400,1416,-16,DL,358,N809DN,SEA,SLC,88,689,11,15,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1115,1116,-1,1318,1331,-13,DL,509,N118DU,SEA,SFO,100,679,11,16,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1116,1119,-3,1218,1227,-9,OO,1022,N300SY,SEA,GEG,44,224,11,19,2022-01-07T11:00:00Z,SkyWest Airlines Inc.
2022,1,7,1116,1120,-4,1328,1331,-3,OO,951,N183SY,SEA,MRY,117,750,11,20,2022-01-07T11:00:00Z,SkyWest Airlines Inc.
2022,1,7,1116,1121,-5,1646,1653,-7,AS,476,N493AS,SEA,OKC,183,1519,11,21,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1117,1125,-8,1457,1452,5,UA,387,N846UA,PDX,DEN,145,991,11,25,2022-01-07T11:00:00Z,United Air Lines Inc.
2022,1,7,1121,1120,1,1557,1550,7,AS,307,N593AS,SEA,KOA,350,2688,11,20,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1122,1120,2,1345,1345,0,QX,649,N650QX,SEA,SBA,126,908,11,20,2022-01-07T11:00:00Z,Horizon Air
2022,1,7,1130,1118,12,1219,1220,-1,DL,854,N122DU,SEA,PDX,30,129,11,18,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1131,1135,-4,1344,1400,-16,AS,67,N273AK,SEA,BOI,54,399,11,35,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1132,1120,12,1736,1720,16,AS,182,N251AK,SEA,SAT,213,1774,11,20,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1135,1130,5,1338,1344,-6,AS,464,N853VA,SEA,SFO,102,679,11,30,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1137,1120,17,1241,1228,13,QX,632,N447QX,SEA,PUW,47,250,11,20,2022-01-07T11:00:00Z,Horizon Air
2022,1,7,1137,1135,2,1531,1525,6,AS,150,N537AS,SEA,PHX,142,1107,11,35,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1140,1000,100,1418,1242,96,QX,659,N437QX,SEA,SUN,82,475,10,0,2022-01-07T10:00:00Z,Horizon Air
2022,1,7,1142,1145,-3,1400,1404,-4,OO,1002,N277SY,SEA,SJC,116,696,11,45,2022-01-07T11:00:00Z,SkyWest Airlines Inc.
2022,1,7,1142,1130,12,1432,1415,17,AS,71,N495AS,SEA,ANC,209,1448,11,30,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1143,1142,1,1426,1431,-5,DL,767,N3772H,SEA,ANC,202,1448,11,42,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1145,1130,15,1719,1725,-6,WN,1031,N8701Q,PDX,MDW,197,1751,11,30,2022-01-07T11:00:00Z,Southwest Airlines Co.
2022,1,7,1146,1140,6,1415,1413,2,DL,860,N3760C,SEA,LAS,115,867,11,40,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1147,1105,42,1833,1810,23,AS,185,N283AK,SEA,IND,199,1866,11,5,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1149,1150,-1,1358,1358,0,AS,445,N548AS,SEA,FAT,100,748,11,50,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1150,1121,29,1539,1513,26,DL,598,N3730B,SEA,PHX,145,1107,11,21,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1151,1152,-1,1442,1454,-12,QX,651,N623QX,SEA,SLC,89,689,11,52,2022-01-07T11:00:00Z,Horizon Air
2022,1,7,1154,1200,-6,1251,1300,-9,AS,99,N637VA,PDX,SEA,29,129,12,0,2022-01-07T12:00:00Z,Alaska Airlines Inc.
2022,1,7,1155,1159,-4,1528,1548,-20,OO,969,N265SY,SEA,DEN,127,1024,11,59,2022-01-07T11:00:00Z,SkyWest Airlines Inc.
2022,1,7,1157,900,177,1518,1227,171,UA,631,N37462,PDX,DEN,122,991,9,0,2022-01-07T09:00:00Z,United Air Lines Inc.
2022,1,7,1158,1145,13,1452,1430,22,AS,490,N927VA,SEA,LAX,138,954,11,45,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1201,1200,1,1337,1330,7,WN,76,N7815L,PDX,SMF,69,479,12,0,2022-01-07T12:00:00Z,Southwest Airlines Co.
2022,1,7,1203,1158,5,1440,1448,-8,DL,472,N119DU,SEA,PSP,141,987,11,58,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1203,1205,-2,1624,1634,-10,AS,53,N926AK,SEA,HNL,334,2677,12,5,2022-01-07T12:00:00Z,Alaska Airlines Inc.
2022,1,7,1205,1135,30,1309,1244,25,AS,359,N513AS,SEA,GEG,45,224,11,35,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1207,1210,-3,1320,1318,2,QX,728,N453QX,PDX,GEG,58,279,12,10,2022-01-07T12:00:00Z,Horizon Air
2022,1,7,1210,1211,-1,1743,1755,-12,AA,844,N981UY,PDX,DFW,197,1616,12,11,2022-01-07T12:00:00Z,American Airlines Inc.
2022,1,7,1211,1155,16,1752,1751,1,AA,864,N572UW,SEA,DFW,200,1660,11,55,2022-01-07T11:00:00Z,American Airlines Inc.
2022,1,7,1211,1150,21,1613,1605,8,AS,292,N568AS,PDX,OGG,337,2562,11,50,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1214,1155,19,1405,1345,20,AS,110,N838VA,PDX,SFO,91,550,11,55,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1215,1120,55,1304,1218,46,QX,577,N422QX,SEA,PSC,34,172,11,20,2022-01-07T11:00:00Z,Horizon Air
2022,1,7,1219,1155,24,1456,1437,19,DL,326,N812DN,SEA,LAX,133,954,11,55,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1219,1210,9,1537,1535,2,AS,220,N467AS,PDX,DEN,118,991,12,10,2022-01-07T12:00:00Z,Alaska Airlines Inc.
2022,1,7,1223,1200,23,1900,1918,-18,DL,863,N839DN,SEA,DTW,200,1927,12,0,2022-01-07T12:00:00Z,Delta Air Lines Inc.
2022,1,7,1225,1135,50,1508,1418,50,DL,480,N3736C,SEA,SAN,142,1050,11,35,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1228,1110,78,1805,1710,55,UA,488,N407UA,SEA,ORD,185,1721,11,10,2022-01-07T11:00:00Z,United Air Lines Inc.
2022,1,7,1231,735,296,1422,932,290,OO,1024,N275SY,SEA,SMF,87,605,7,35,2022-01-07T07:00:00Z,SkyWest Airlines Inc.
2022,1,7,1233,1225,8,1321,1316,5,QX,635,N444QX,SEA,YKM,25,103,12,25,2022-01-07T12:00:00Z,Horizon Air
2022,1,7,1235,1230,5,1538,1515,23,AS,47,N918AK,SEA,ANC,213,1448,12,30,2022-01-07T12:00:00Z,Alaska Airlines Inc.
2022,1,7,1236,1245,-9,1617,1630,-13,UA,144,N811UA,SEA,DEN,130,1024,12,45,2022-01-07T12:00:00Z,United Air Lines Inc.
2022,1,7,1238,1155,43,1500,1423,37,QX,819,N432QX,SEA,MSO,62,389,11,55,2022-01-07T11:00:00Z,Horizon Air
2022,1,7,1238,1235,3,1822,1825,-3,AS,257,N268AK,SEA,DFW,200,1660,12,35,2022-01-07T12:00:00Z,Alaska Airlines Inc.
2022,1,7,1241,1225,16,1617,1615,2,WN,355,N8543Z,SEA,PHX,138,1107,12,25,2022-01-07T12:00:00Z,Southwest Airlines Co.
2022,1,7,1242,1233,9,1525,1520,5,QX,581,N403QX,SEA,HLN,86,491,12,33,2022-01-07T12:00:00Z,Horizon Air
2022,1,7,1242,1215,27,1503,1444,19,AS,488,N309AS,SEA,LAS,117,867,12,15,2022-01-07T12:00:00Z,Alaska Airlines Inc.
2022,1,7,1246,1250,-4,1747,1809,-22,OO,919,N177SY,PDX,MSP,165,1426,12,50,2022-01-07T12:00:00Z,SkyWest Airlines Inc.
2022,1,7,1248,1241,7,1526,1526,0,QX,756,N402QX,SEA,GTF,81,512,12,41,2022-01-07T12:00:00Z,Horizon Air
2022,1,7,1250,950,180,1511,1217,174,QX,679,N452QX,SEA,FCA,63,379,9,50,2022-01-07T09:00:00Z,Horizon Air
2022,1,7,1251,1248,3,1904,1854,10,UA,550,N66893,PDX,IAH,217,1825,12,48,2022-01-07T12:00:00Z,United Air Lines Inc.
2022,1,7,1259,1250,9,1347,1343,4,QX,625,N648QX,SEA,PDX,31,129,12,50,2022-01-07T12:00:00Z,Horizon Air
2022,1,7,1301,1156,65,1756,1718,38,DL,391,N722TW,SEA,MSP,149,1399,11,56,2022-01-07T11:00:00Z,Delta Air Lines Inc.
2022,1,7,1301,1125,96,1720,1559,81,AS,319,N506AS,SEA,LIH,353,2701,11,25,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1309,1315,-6,1431,1440,-9,QX,708,N434MK,SEA,MFR,69,352,13,15,2022-01-07T13:00:00Z,Horizon Air
2022,1,7,1309,1240,29,1533,1514,19,AS,163,N520AS,SEA,ONT,127,956,12,40,2022-01-07T12:00:00Z,Alaska Airlines Inc.
2022,1,7,1309,1240,29,1721,1707,14,AS,300,N565AS,SEA,OGG,350,2640,12,40,2022-01-07T12:00:00Z,Alaska Airlines Inc.
2022,1,7,1311,1316,-5,1417,1423,-6,DL,854,N122DU,PDX,SEA,36,129,13,16,2022-01-07T13:00:00Z,Delta Air Lines Inc.
2022,1,7,1312,1244,28,2031,2010,21,DL,255,N870DN,PDX,ATL,237,2172,12,44,2022-01-07T12:00:00Z,Delta Air Lines Inc.
2022,1,7,1312,1300,12,1516,1510,6,AS,495,N842VA,SEA,SFO,100,679,13,0,2022-01-07T13:00:00Z,Alaska Airlines Inc.
2022,1,7,1315,1301,14,1852,1913,-21,AA,563,N947AN,SEA,ORD,192,1721,13,1,2022-01-07T13:00:00Z,American Airlines Inc.
2022,1,7,1319,1313,6,1712,1640,32,UA,526,N78501,PDX,DEN,121,991,13,13,2022-01-07T13:00:00Z,United Air Lines Inc.
2022,1,7,1319,1315,4,1613,1616,-3,DL,339,N6713Y,SEA,SLC,87,689,13,15,2022-01-07T13:00:00Z,Delta Air Lines Inc.
2022,1,7,1320,1325,-5,1544,1550,-6,OO,963,N607CZ,PDX,LAX,123,834,13,25,2022-01-07T13:00:00Z,SkyWest Airlines Inc.
2022,1,7,1322,1325,-3,1520,1530,-10,WN,1050,N7702A,SEA,OAK,97,672,13,25,2022-01-07T13:00:00Z,Southwest Airlines Co.
2022,1,7,1325,1331,-6,1510,1521,-11,UA,263,N4888U,PDX,SFO,86,550,13,31,2022-01-07T13:00:00Z,United Air Lines Inc.
2022,1,7,1328,1332,-4,1534,1545,-11,OO,995,N274SY,SEA,SFO,106,679,13,32,2022-01-07T13:00:00Z,SkyWest Airlines Inc.
2022,1,7,1333,1335,-2,1604,1620,-16,OO,997,N603CZ,SEA,ONT,135,956,13,35,2022-01-07T13:00:00Z,SkyWest Airlines Inc.
2022,1,7,1333,1300,33,1616,1544,32,AS,503,N236AK,SEA,SAN,142,1050,13,0,2022-01-07T13:00:00Z,Alaska Airlines Inc.
2022,1,7,1334,1321,13,1428,1426,2,OO,961,N282SY,SEA,GEG,38,224,13,21,2022-01-07T13:00:00Z,SkyWest Airlines Inc.
2022,1,7,1336,1338,-2,1829,1852,-23,DL,263,N861DN,PDX,MSP,155,1426,13,38,2022-01-07T13:00:00Z,Delta Air Lines Inc.
2022,1,7,1338,1340,-2,1600,1609,-9,AS,487,N915AK,SEA,LAS,117,867,13,40,2022-01-07T13:00:00Z,Alaska Airlines Inc.
2022,1,7,1340,1352,-12,1539,1557,-18,NK,105,N906NK,PDX,LAS,104,763,13,52,2022-01-07T13:00:00Z,Spirit Air Lines
2022,1,7,1341,1318,23,1920,1920,0,AS,11,N247AK,SEA,ORD,188,1721,13,18,2022-01-07T13:00:00Z,Alaska Airlines Inc.
2022,1,7,1342,1340,2,1428,1433,-5,QX,566,N426QX,SEA,PDX,31,129,13,40,2022-01-07T13:00:00Z,Horizon Air
2022,1,7,1343,1340,3,1637,1642,-5,QX,602,N439QX,SEA,BIL,99,664,13,40,2022-01-07T13:00:00Z,Horizon Air
2022,1,7,1343,1332,11,1500,1418,42,QX,798,N401QX,SEA,BLI,26,93,13,32,2022-01-07T13:00:00Z,Horizon Air
2022,1,7,1344,1342,2,1843,1859,-16,DL,347,N883DN,SEA,MSP,156,1399,13,42,2022-01-07T13:00:00Z,Delta Air Lines Inc.
2022,1,7,1345,1335,10,1550,1545,5,WN,847,N935WN,SEA,SJC,110,696,13,35,2022-01-07T13:00:00Z,Southwest Airlines Co.
2022,1,7,1345,1345,0,1439,1445,-6,AS,397,N534AS,PDX,SEA,33,129,13,45,2022-01-07T13:00:00Z,Alaska Airlines Inc.
2022,1,7,1346,1349,-3,1530,1543,-13,OO,1032,N276SY,SEA,SMF,86,605,13,49,2022-01-07T13:00:00Z,SkyWest Airlines Inc.
2022,1,7,1347,1326,21,2114,2120,-6,UA,680,N78285,SEA,IAD,240,2306,13,26,2022-01-07T13:00:00Z,United Air Lines Inc.
2022,1,7,1347,1310,37,2218,2132,46,UA,209,N77296,SEA,EWR,249,2402,13,10,2022-01-07T13:00:00Z,United Air Lines Inc.
2022,1,7,1348,1135,133,1624,1329,175,AS,412,N638VA,SEA,SMF,81,605,11,35,2022-01-07T11:00:00Z,Alaska Airlines Inc.
2022,1,7,1349,1340,9,1617,1619,-2,DL,315,N3767,SEA,LAX,126,954,13,40,2022-01-07T13:00:00Z,Delta Air Lines Inc.
2022,1,7,1350,1330,20,1606,1542,24,QX,654,N637QX,SEA,SJC,115,696,13,30,2022-01-07T13:00:00Z,Horizon Air
2022,1,7,1351,1335,16,1627,1621,6,DL,467,N918DU,PDX,SLC,80,630,13,35,2022-01-07T13:00:00Z,Delta Air Lines Inc.
2022,1,7,1400,1403,-3,1939,1950,-11,AA,783,N919US,PDX,DFW,193,1616,14,3,2022-01-07T14:00:00Z,American Airlines Inc.
2022,1,7,1406,1355,11,2120,2136,-16,DL,142,N830NW,SEA,ATL,233,2182,13,55,2022-01-07T13:00:00Z,Delta Air Lines Inc.
2022,1,7,1410,1400,10,1650,1624,26,AS,139,N855VA,PDX,LAX,139,834,14,0,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1413,1400,13,2148,2158,-10,AS,1,N583AS,SEA,DCA,250,2329,14,0,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1414,1415,-1,1633,1637,-4,OO,1017,N257SY,SEA,BOI,63,399,14,15,2022-01-07T14:00:00Z,SkyWest Airlines Inc.
2022,1,7,1416,1320,56,2158,2128,30,DL,131,N855DN,SEA,JFK,255,2422,13,20,2022-01-07T13:00:00Z,Delta Air Lines Inc.
2022,1,7,1416,1400,16,1654,1644,10,AS,23,N323AS,SEA,LAX,133,954,14,0,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1418,1420,-2,2300,2257,3,AS,116,N294AK,PDX,FLL,311,2694,14,20,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1420,1410,10,1515,1512,3,QX,604,N400QX,SEA,ALW,42,213,14,10,2022-01-07T14:00:00Z,Horizon Air
2022,1,7,1421,1420,1,1513,1515,-2,QX,834,N440QX,PDX,SEA,35,129,14,20,2022-01-07T14:00:00Z,Horizon Air
2022,1,7,1421,1415,6,2130,2149,-19,AS,158,N479AS,SEA,PIT,224,2125,14,15,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1421,1420,1,2159,2229,-30,AS,198,N428AS,PDX,JFK,263,2454,14,20,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1424,1345,39,2000,1942,18,AA,551,N929AA,SEA,DFW,197,1660,13,45,2022-01-07T13:00:00Z,American Airlines Inc.
2022,1,7,1428,1429,-1,1707,1713,-6,AS,478,N637VA,SEA,SNA,139,978,14,29,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1432,1429,3,1833,1847,-14,DL,177,N194DN,SEA,OGG,343,2640,14,29,2022-01-07T14:00:00Z,Delta Air Lines Inc.
2022,1,7,1433,1434,-1,1807,1824,-17,AA,867,N819AW,SEA,PHX,140,1107,14,34,2022-01-07T14:00:00Z,American Airlines Inc.
2022,1,7,1435,1435,0,2227,2254,-27,AS,165,N478AS,SEA,JFK,265,2422,14,35,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1436,1430,6,1725,1718,7,AS,46,N419AS,SEA,ANC,208,1448,14,30,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1439,1440,-1,1807,1810,-3,WN,470,N259WN,PDX,PHX,134,1009,14,40,2022-01-07T14:00:00Z,Southwest Airlines Co.
2022,1,7,1442,1445,-3,1533,1540,-7,QX,627,N421QX,PDX,SEA,32,129,14,45,2022-01-07T14:00:00Z,Horizon Air
2022,1,7,1444,1428,16,1651,1641,10,UA,489,N27213,SEA,SFO,103,679,14,28,2022-01-07T14:00:00Z,United Air Lines Inc.
2022,1,7,1445,1357,48,1854,1815,39,QX,825,N643QX,SEA,ELP,170,1368,13,57,2022-01-07T13:00:00Z,Horizon Air
2022,1,7,1446,1445,1,1732,1737,-5,OO,1072,N125SY,SEA,LAX,136,954,14,45,2022-01-07T14:00:00Z,SkyWest Airlines Inc.
2022,1,7,1446,1455,-9,1650,1700,-10,AS,441,N305AS,PDX,LAS,107,763,14,55,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1451,1455,-4,1722,1719,3,AS,260,N215AK,PDX,SAN,135,933,14,55,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1452,1444,8,1832,1834,-2,AS,345,N464AS,SEA,PHX,142,1107,14,44,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1454,1455,-1,1622,1625,-3,OO,931,N175SY,PDX,SMF,73,479,14,55,2022-01-07T14:00:00Z,SkyWest Airlines Inc.
2022,1,7,1458,1445,13,1725,1716,9,NK,183,N935NK,SEA,LAS,118,867,14,45,2022-01-07T14:00:00Z,Spirit Air Lines
2022,1,7,1502,1455,7,1834,1825,9,WN,1067,N8811L,SEA,DEN,132,1024,14,55,2022-01-07T14:00:00Z,Southwest Airlines Co.
2022,1,7,1503,1455,8,1848,1833,15,AS,502,N546AS,SEA,DEN,136,1024,14,55,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1509,1515,-6,1624,1637,-13,OO,1019,N302SY,SEA,MFR,58,352,15,15,2022-01-07T15:00:00Z,SkyWest Airlines Inc.
2022,1,7,1509,1515,-6,1850,1903,-13,DL,408,N112DU,SEA,PHX,139,1107,15,15,2022-01-07T15:00:00Z,Delta Air Lines Inc.
2022,1,7,1509,1515,-6,1640,1647,-7,QX,734,N438QX,PDX,RNO,75,444,15,15,2022-01-07T15:00:00Z,Horizon Air
2022,1,7,1514,1515,-1,1717,1726,-9,OO,965,N280SY,SEA,SJC,105,696,15,15,2022-01-07T15:00:00Z,SkyWest Airlines Inc.
2022,1,7,1514,1442,32,1558,1530,28,QX,633,N422QX,SEA,EAT,29,99,14,42,2022-01-07T14:00:00Z,Horizon Air
2022,1,7,1520,1520,0,1754,1801,-7,DL,681,N114DU,SEA,SNA,135,978,15,20,2022-01-07T15:00:00Z,Delta Air Lines Inc.
2022,1,7,1522,1520,2,1803,1803,0,DL,457,N396DA,SEA,SAN,134,1050,15,20,2022-01-07T15:00:00Z,Delta Air Lines Inc.
2022,1,7,1522,1515,7,1616,1610,6,QX,587,N426QX,PDX,SEA,33,129,15,15,2022-01-07T15:00:00Z,Horizon Air
2022,1,7,1524,1528,-4,1902,1914,-12,OO,1000,N292SY,SEA,DEN,135,1024,15,28,2022-01-07T15:00:00Z,SkyWest Airlines Inc.
2022,1,7,1524,1515,9,2244,2300,-16,DL,302,N389DA,SEA,RDU,247,2354,15,15,2022-01-07T15:00:00Z,Delta Air Lines Inc.
2022,1,7,1528,1445,43,1801,1727,34,AS,40,N315AS,SEA,PSP,134,987,14,45,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1533,1535,-2,2349,2359,-10,AS,74,N472AS,SEA,MCO,291,2554,15,35,2022-01-07T15:00:00Z,Alaska Airlines Inc.
2022,1,7,1534,1415,79,1750,1645,65,AS,468,N644AS,SEA,BUR,121,937,14,15,2022-01-07T14:00:00Z,Alaska Airlines Inc.
2022,1,7,1537,1541,-4,2106,2139,-33,AA,564,N991AU,SEA,DFW,194,1660,15,41,2022-01-07T15:00:00Z,American Airlines Inc.
2022,1,7,1540,1533,7,1750,1758,-8,DL,442,N3742C,SEA,LAS,115,867,15,33,2022-01-07T15:00:00Z,Delta Air Lines Inc.
2022,1,7,1543,1545,-2,1956,2002,-6,DL,171,N411DX,SEA,HNL,347,2677,15,45,2022-01-07T15:00:00Z,Delta Air Lines Inc.
